No.,Name,Type,Zone,Date From,Date To,From,Dep,To,Arr,Duration,Halts,Dep Days,Classes,Distance,Speed,Return
22602,Sainagar Shirdi - MGR Chennai Central SF Express (PT),SF,SR,,,SNSI,09:00,MAS,09:25,24h 25m,22,SMTWTFS,SL 3A 2A,1388 km,57 km/hr,22601
22601,MGR Chennai Central - Sainagar Shirdi SF Express (PT),SF,SR,,,MAS,10:25,SNSI,10:50,24h 25m,21,SMTWTFS,SL 3A 2A,1388 km,57 km/hr,22602
14611,Ghazipur City - Shri Mata Vaishno Devi Katra Weekly Express (PT),Exp,NR,,,GCT,08:30,SVDK,12:25,27h 55m,15,SMTWTFS,SL 3A 2A 3E,1387 km,50 km/hr,14612
14612,Shri Mata Vaishno Devi Katra - Ghazipur City Express,Exp,NR,,,SVDK,03:50,GCT,06:10,26h 20m,15,SMTWTFS,SL 3A 2A 3E,1387 km,53 km/hr,14611
12952,New Delhi - Mumbai Central Tejas Rajdhani Express,Raj,WR,,,NDLS,16:55,MMCT,08:35,15h 40m,6,SMTWTFS,3A 2A 1A,1386 km,88 km/hr,12951
12951,Mumbai Central - New Delhi Tejas Rajdhani Express,Raj,WR,,,MMCT,17:00,NDLS,08:32,15h 32m,6,SMTWTFS,3A 2A 1A,1386 km,89 km/hr,12952
22209,Mumbai Central - New Delhi Duronto Express,Drnt,WR,,,MMCT,23:10,NDLS,16:05,16h 55m,4,SMTWTFS,2S 3A 2A 1A 3E,1386 km,82 km/hr,22210
22210,New Delhi - Mumbai Central Duronto Express,Drnt,WR,,,NDLS,22:10,MMCT,15:50,17h 40m,3,SMTWTFS,2S 3A 2A 1A 3E,1386 km,78 km/hr,22209
12487,Seemanchal Express (PT),SF,NR,,,JBN,20:45,ANVT,20:50,24h 5m,18,SMTWTFS,SL 3A 2A 3E,1380 km,57 km/hr,12488
12488,Seemanchal Express,SF,NR,,,ANVT,08:10,JBN,07:50,23h 40m,18,SMTWTFS,SL 3A 2A 3E,1380 km,58 km/hr,12487
15078,Gomti Nagar - Kamakhya Weekly Express,Exp,NER,,,GTNR,10:00,KYQ,14:00,28h 0m,12,SMTWTFS,SL 3A 2A,1379 km,49 km/hr,15077
12954,August Kranti Tejas Rajdhani Express,Raj,WR,,,NZM,17:15,MMCT,10:05,16h 50m,10,SMTWTFS,3A 2A 1A,1378 km,82 km/hr,12953
12953,August Kranti  Tejas  Rajdhani Express,Raj,WR,,,MMCT,17:10,NZM,09:43,16h 33m,10,SMTWTFS,3A 2A 1A,1378 km,83 km/hr,12954
19412,Daulatpur Chowk - Gandhinagar Capital Express,Exp,WR,,,DLPC,14:25,GNC,15:05,24h 40m,42,SMTWTFS,SL 3A 2A,1376 km,56 km/hr,19411
19411,Gandhinagar Capital - Daulatpur Chowk Express (PT),Exp,WR,,,GNC,10:05,DLPC,12:00,25h 55m,42,SMTWTFS,SL 3A 2A,1376 km,53 km/hr,19412
20938,Delhi Sarai Rohilla - Porbandar SF Express,SF,WR,,,DEE,08:10,PBR,08:25,24h 15m,27,SMTWTFS,SL 3A 2A 1A,1375 km,57 km/hr,20937
20937,Porbandar - Delhi Sarai Rohilla SF Express (PT),SF,WR,,,PBR,19:40,DEE,19:30,23h 50m,25,SMTWTFS,SL 3A 2A 1A,1375 km,58 km/hr,20938
12247,Bandra Terminus - Hazrat Nizamuddin Yuva Express (PT),ACSF,WR,,,BDTS,17:30,NZM,10:15,16h 45m,5,SMTWTFS,CC 3E,1367 km,82 km/hr,12248
12908,Maharashtra Sampark Kranti Express (PT),SKr,WR,,,NZM,16:30,BDTS,09:15,16h 45m,5,SMTWTFS,SL 3A 2A 1A 3E,1367 km,82 km/hr,12907
12907,Maharashtra Sampark Kranti Express (PT),SKr,WR,,,BDTS,17:30,NZM,10:15,16h 45m,5,SMTWTFS,SL 3A 2A 1A 3E,1367 km,82 km/hr,12908
12910,Hazrat Nizamuddin - Bandra Terminus Garib Rath Express (PT),GR,WR,,,NZM,16:30,BDTS,09:15,16h 45m,6,SMTWTFS,3A,1367 km,82 km/hr,12909
12909,Bandra Terminus - Hazrat Nizamuddin Garib Rath Express (PT),GR,WR,,,BDTS,17:30,NZM,10:15,16h 45m,6,SMTWTFS,3A,1367 km,82 km/hr,12910
12248,Hazrat Nizamuddin - Bandra Terminus Yuva Express (PT),ACSF,WR,,,NZM,16:30,BDTS,09:15,16h 45m,5,SMTWTFS,CC 3E,1367 km,82 km/hr,12247
16004,Nagarsol - MGR Chennai Central Weekly Express,Exp,SR,,,NSL,13:30,MAS,15:40,26h 10m,24,SMTWTFS,SL 3A 2A,1366 km,52 km/hr,16003
16003,MGR Chennai Central - Nagarsol Weekly Express (PT),Exp,SR,,,MAS,09:15,NSL,11:55,26h 40m,23,SMTWTFS,SL 3A 2A,1366 km,51 km/hr,16004
22150,Pune - Ernakulam Jn. SF Express (PT),SF,CR,,,PUNE,18:45,ERS,18:50,24h 5m,17,SMTWTFS,SL 3A 2A,1363 km,57 km/hr,22149
22149,Ernakulam Jn. - Pune SF Express (PT),SF,CR,,,ERS,05:15,PUNE,05:50,24h 35m,17,SMTWTFS,SL 3A 2A,1363 km,55 km/hr,22150
13175,Sealdah - Silchar Kanchanjungha Express (PT),Exp,ER,,,SDAH,06:50,SCL,14:30,31h 40m,35,SMTWTFS,SL 3A 2A,1359 km,43 km/hr,13176
13176,Silchar - Sealdah Kanchanjungha Express (PT),Exp,ER,,,SCL,11:35,SDAH,19:20,31h 45m,35,SMTWTFS,SL 3A 2A,1359 km,43 km/hr,13175
19314,Patna - Indore Express (Via Sultanpur) (PT),Exp,WR,,,PNBE,11:25,INDB,14:40,27h 15m,16,SMTWTFS,SL 3A 2A 1A 3E,1357 km,50 km/hr,19313
19313,Indore - Patna Express (Via Sultanpur) (PT),Exp,WR,,,INDB,13:55,PNBE,15:00,25h 5m,17,SMTWTFS,SL 3A 2A 1A 3E,1357 km,54 km/hr,19314
15962,Kamrup Express (via Rangapara North) (PT),Exp,NFR,,,DBRG,01:30,HWH,04:40,27h 10m,40,SMTWTFS,SL 3A 2A,1352 km,50 km/hr,15961
15961,Kamrup Express (Via Rangapara North) (PT),Exp,NFR,,,HWH,18:30,DBRG,22:00,27h 30m,40,SMTWTFS,SL 3A 2A,1352 km,49 km/hr,15962
22949,Bandra Terminus - Delhi Sarai Rohilla  SF Express,SF,WR,,,BDTS,12:15,DEE,11:35,23h 20m,25,SMTWTFS,SL 3A 2A 1A,1348 km,58 km/hr,22950
22949,Bandra Terminus - Delhi Sarai Rohilla  SF Express,SF,WR,,,BDTS,12:15,DEE,11:35,23h 20m,25,SMTWTFS,SL 3A 2A 1A,1348 km,58 km/hr,22950
22907,Madgaon - Hapa Weekly SF Express,SF,WR,,,MAO,10:40,HAPA,09:35,22h 55m,16,SMTWTFS,SL 2A 3E,1346 km,59 km/hr,22908
22908,Hapa - Madgaon Weekly SF Express,SF,WR,,,HAPA,21:40,MAO,21:25,23h 45m,16,SMTWTFS,SL 2A 3E,1346 km,57 km/hr,22907
17205,Sainagar Shirdi - Kakinada Port Express (PT),Exp,SCR,,,SNSI,17:00,COA,19:45,26h 45m,34,SMTWTFS,SL 3A 2A 1A 3E,1344 km,50 km/hr,17206
17206,Kakinada Port - Sainagar Shirdi Express (PT),Exp,SCR,,,COA,05:05,SNSI,09:10,28h 5m,29,SMTWTFS,SL 3A 2A 1A 3E,1344 km,48 km/hr,17205
12294,Prayagraj - Mumbai LTT AC Duronto Express,Drnt,CR,,,PRYJ,18:10,LTT,14:55,20h 45m,4,SMTWTFS,3A 2A 1A,1342 km,65 km/hr,12293
12293,Mumbai LTT - Prayagraj AC Duronto Express,Drnt,CR,,,LTT,17:20,PRYJ,12:40,19h 20m,6,SMTWTFS,3A 2A 1A,1342 km,69 km/hr,12294
11040,Maharashtra Express (PT),Exp,CR,,,G,08:10,KOP,11:25,27h 15m,52,SMTWTFS,SL 3A 2A,1341 km,49 km/hr,11039
11039,Maharashtra Express (PT),Exp,CR,,,KOP,14:50,G,18:35,27h 45m,53,SMTWTFS,SL 3A 2A,1341 km,48 km/hr,11040
12878,New Delhi - Ranchi Garib Rath Express,GR,SER,,,NDLS,16:10,RNC,11:30,19h 20m,14,SMTWTFS,3A,1341 km,69 km/hr,12877
12877,Ranchi - New Delhi Garib Rath Express (PT),GR,SER,,,RNC,16:25,NDLS,11:10,18h 45m,14,SMTWTFS,3A,1341 km,72 km/hr,12878
19325,Indore - Amritsar Express (PT),Exp,WR,,,INDB,19:45,ASR,22:05,26h 20m,24,SMTWTFS,SL 3A 2A 1A 3E,1336 km,51 km/hr,19326
19326,Amritsar - Indore SF Express,SF,WR,,,ASR,01:50,INDB,00:55,23h 5m,24,SMTWTFS,SL 3A 2A 1A 3E,1336 km,58 km/hr,19325
20906,Rewa - Ekta Nagar Mahamana Express,SF,WR,,,REWA,20:45,EKNR,17:40,20h 55m,15,SMTWTFS,SL 3A 2A 1A,1336 km,64 km/hr,20905
20905,Ekta Nagar - Rewa Mahamana Express,SF,WR,,,EKNR,19:00,REWA,17:30,22h 30m,15,SMTWTFS,SL 3A 2A 1A,1336 km,59 km/hr,20906
12874,Jharkhand Swarna Jayanti Express (Via Barkakana),SF,SER,,,ANVT,20:45,HTE,20:00,23h 15m,18,SMTWTFS,SL 3A 2A 1A 3E,1332 km,57 km/hr,12873
22175,Nagpur - Jaipur Weekly SF Express,SF,CR,,,NGP,10:35,JP,10:40,24h 5m,21,SMTWTFS,SL 3A 2A,1331 km,55 km/hr,22176
22176,Jaipur - Nagpur Weekly SF Express,SF,CR,,,JP,17:40,NGP,16:50,23h 10m,21,SMTWTFS,SL 3A 2A,1331 km,57 km/hr,22175
12162,Lashkar SF Express (PT),SF,CR,,,AGC,19:45,LTT,16:05,20h 20m,17,SMTWTFS,SL 3A 2A,1330 km,65 km/hr,12161
12161,Lashkar SF Express (PT),SF,CR,,,LTT,16:25,AGC,15:20,22h 55m,17,SMTWTFS,SL 3A 2A,1330 km,58 km/hr,12162
12873,Jharkhand Swarna Jayanti Express (Via Barkakana) (PT),SF,SER,,,HTE,13:40,ANVT,13:10,23h 30m,18,SMTWTFS,SL 3A 2A 1A 3E,1329 km,57 km/hr,12874
12350,New Delhi - Godda Weekly Humsafar Express,Hms,ER,,,NDLS,23:45,GODA,22:30,22h 45m,15,SMTWTFS,3A,1326 km,58 km/hr,12349
12349,Godda - New Delhi Weekly Humsafar Express,Hms,ER,,,GODA,14:10,NDLS,12:45,22h 35m,15,SMTWTFS,3A,1326 km,59 km/hr,12350
22197,Pratham Swatantrata Sangram Express,SF,NCR,,,KOAA,07:25,VGLJ,07:20,23h 55m,17,SMTWTFS,SL 3A 2A 3E,1324 km,55 km/hr,22198
22198,Pratham Swatantrata Sangram Express (PT),SF,NCR,,,VGLJ,21:20,KOAA,20:35,23h 15m,17,SMTWTFS,SL 3A 2A 3E,1324 km,57 km/hr,22197
20404,Lalgarh - Prayagraj SF Express (Via Loharu),SF,NCR,,,LGH,04:40,PRYJ,04:50,24h 10m,31,SMTWTFS,SL 3A 2A 1A 3E,1322 km,55 km/hr,20403
20403,Prayagraj - Lalgarh SF Express (Via Loharu) (PT),SF,NCR,,,PRYJ,23:10,LGH,22:35,23h 25m,31,SMTWTFS,SL 3A 2A 1A 3E,1322 km,56 km/hr,20404
19308,Una Himachal - Indore Express,Exp,WR,,,UHL,13:50,INDB,15:05,25h 15m,26,SMTWTFS,SL 3A 2A 1A 3E,1319 km,52 km/hr,19307
19307,Indore - Una Himachal Express,Exp,WR,,,INDB,05:30,UHL,08:35,27h 5m,26,SMTWTFS,SL 3A 2A 1A 3E,1319 km,49 km/hr,19308
22196,Bandra Terminus - Virangana  Lakshmibai Jhansi SF Express (PT),SF,NCR,,,BDTS,05:10,VGLJ,05:00,23h 50m,20,SMTWTFS,SL 3A 2A 3E,1319 km,55 km/hr,22195
22195,Virangana Lakshmibai Jhansi - Bandra Terminus SF Express (PT),SF,NCR,,,VGLJ,16:50,BDTS,16:10,23h 20m,20,SMTWTFS,SL 3A 2A 3E,1319 km,57 km/hr,22196
14049,Godda - Delhi Weekly Express,Exp,NR,,,GODA,10:10,DLI,09:10,23h 0m,17,SMTWTFS,SL 3A 2A 1A 3E,1317 km,57 km/hr,14050
14050,Delhi - Godda Weekly Express,Exp,NR,,,DLI,15:00,GODA,15:15,24h 15m,17,SMTWTFS,SL 3A 2A 1A 3E,1317 km,54 km/hr,14049
12765,Tirupati - Amravati SF Express,SF,SCR,,,TPTY,15:45,AMI,15:10,23h 25m,22,SMTWTFS,SL 3A 2A,1309 km,56 km/hr,12766
12766,Amravati - Tirupati SF Express (PT),SF,SCR,,,AMI,06:45,TPTY,06:25,23h 40m,22,SMTWTFS,SL 3A 2A,1309 km,55 km/hr,12765
12395,Ziyarat Express (PT),SF,ECR,,,RJPB,17:55,AII,15:35,21h 40m,15,SMTWTFS,SL 3A 2A 1A 3E,1307 km,60 km/hr,12396
20840,New Delhi - Ranchi Rajdhani Express (Via Bokaro Steel City),Raj,SER,,,NDLS,16:10,RNC,09:05,16h 55m,6,SMTWTFS,3A 2A 1A,1307 km,77 km/hr,20839
20839,Ranchi - New Delhi Rajdhani Express (via Bokaro Steel City),Raj,SER,,,RNC,18:00,NDLS,11:10,17h 10m,6,SMTWTFS,3A 2A 1A,1307 km,76 km/hr,20840
12396,Ziyarat Express (PT),SF,ECR,,,AII,00:45,RJPB,23:10,22h 25m,15,SMTWTFS,SL 3A 2A 1A 3E,1307 km,58 km/hr,12395
12818,Jharkhand Swarna Jayanti Express (via Gomoh),SF,SER,,,ANVT,20:45,HTE,17:15,20h 30m,17,SMTWTFS,SL 3A 2A 1A 3E,1305 km,64 km/hr,12817
14524,Harihar Express,Exp,NR,,,UMB,22:20,BJU,02:10,27h 50m,20,SMTWTFS,SL 3A,1304 km,47 km/hr,14523
14523,Harihar Express,Exp,NR,,,BJU,05:05,UMB,08:40,27h 35m,20,SMTWTFS,SL 3A,1304 km,47 km/hr,14524
12944,Udyogkarmi SF Express (PT),SF,WR,,,CNB,08:00,BL,06:00,22h 0m,10,SMTWTFS,SL 3A 2A,1304 km,59 km/hr,12943
12943,Udyogkarmi SF Express (PT),SF,WR,,,BL,22:15,CNB,18:25,20h 10m,10,SMTWTFS,SL 3A 2A,1304 km,65 km/hr,12944
12817,Jharkhand Swarna Jayanti Express (via Gomoh) (PT),SF,SER,,,HTE,14:35,ANVT,13:10,22h 35m,17,SMTWTFS,SL 3A 2A 1A 3E,1302 km,58 km/hr,12818
12353,Howrah - Lal Kuan Weekly SF Express (PT),SF,ER,,,HWH,08:15,LKU,06:55,22h 40m,17,SMTWTFS,SL 3A 2A 3E,1301 km,57 km/hr,12354
12354,Lal Kuan - Howrah Weekly SF Express,SF,ER,,,LKU,19:10,HWH,18:25,23h 15m,17,SMTWTFS,SL 3A 2A 3E,1300 km,56 km/hr,12353
12849,Bilaspur - Pune  SF Express (PT),SF,SECR,,,BSP,11:20,PUNE,09:30,22h 10m,16,SMTWTFS,SL 3A 2A 1A 3E,1297 km,59 km/hr,12850
12850,Pune - Bilaspur SF Express (PT),SF,SECR,,,PUNE,17:35,BSP,15:55,22h 20m,16,SMTWTFS,SL 3A 2A 1A 3E,1297 km,58 km/hr,12849
12940,Jaipur - Pune SF Express (PT),SF,NWR,,,JP,12:25,PUNE,08:05,19h 40m,14,SMTWTFS,SL 3A 2A 1A 3E,1296 km,66 km/hr,12939
17222,Mumbai LTT - Kakinada Port Express (PT),Exp,SCR,,,LTT,13:15,COA,14:20,25h 5m,22,SMTWTFS,SL 3A 2A 1A,1296 km,52 km/hr,17221
12940,Jaipur - Pune SF Express (PT),SF,NWR,,,JP,12:25,PUNE,08:05,19h 40m,14,SMTWTFS,SL 3A 2A 1A 3E,1296 km,66 km/hr,12939
12826,Jharkhand Sampark Kranti Express,SKr,SER,,,ANVT,08:00,RNC,05:15,21h 15m,7,SMTWTFS,SL 3A 2A 1A 3E,1295 km,61 km/hr,12825
12825,Jharkhand Sampark Kranti Express (PT),SKr,SER,,,RNC,23:55,ANVT,19:35,19h 40m,7,SMTWTFS,SL 3A 2A 1A 3E,1295 km,66 km/hr,12826
19401,Sabarmati - Lucknow Express (PT),Exp,WR,,,SBIB,10:35,LKO,10:45,24h 10m,24,SMTWTFS,SL 3A 2A,1294 km,54 km/hr,19402
15926,Dibrugarh - Deoghar Weekly Express,Exp,NFR,,,DBRG,23:55,DGHR,05:40,29h 45m,28,SMTWTFS,SL 3A 2A,1294 km,43 km/hr,15925
15925,Deoghar - Dibrugarh Weekly Express,Exp,NFR,,,DGHR,20:00,DBRG,23:00,27h 0m,28,SMTWTFS,SL 3A 2A,1294 km,48 km/hr,15926
19402,Lucknow - Sabarmati Express,Exp,WR,,,LKO,22:50,SBIB,23:15,24h 25m,24,SMTWTFS,SL 3A 2A,1294 km,53 km/hr,19401
12223,Mumbai LTT - Ernakulam Jn. Duronto Express,Drnt,CR,,,LTT,20:45,ERS,18:50,22h 5m,5,SMTWTFS,2S SL 3A 2A 1A,1292 km,59 km/hr,12224
12939,Pune - Jaipur SF Express (PT),SF,NWR,,,PUNE,17:30,JP,14:40,21h 10m,12,SMTWTFS,SL 3A 2A 1A 3E,1292 km,61 km/hr,12940
12224,Ernakulam Jn. - Mumbai LTT Duronto Express,Drnt,CR,,,ERS,21:30,LTT,19:00,21h 30m,5,SMTWTFS,2S SL CC 3A 2A 1A,1292 km,60 km/hr,12223
12778,Thiruvananthapuram North (Kochuveli) - SSS Hubballi Weekly SF Express (PT),SF,SWR,,,TVCN,12:50,UBL,12:20,23h 30m,21,SMTWTFS,SL 3A 2A 3E,1290 km,55 km/hr,12777
12777,SSS Hubballi - Thiruvananthapuram North (Kochuveli) Weekly SF Express,SF,SWR,,,UBL,07:00,TVCN,06:35,23h 35m,22,SMTWTFS,SL 3A 2A 3E,1290 km,55 km/hr,12778
22715,Kacheguda - Madurai Weekly  Superfast  Express (PT),SF,SCR,,,KCG,06:05,MDU,05:10,23h 5m,21,SMTWTFS,SL 3A 2A 1A,1289 km,56 km/hr,22716
22716,Madurai - Kacheguda  Weekly  Superfast  Express (PT),SF,SCR,,,MDU,13:15,KCG,12:40,23h 25m,21,SMTWTFS,SL 3A 2A 1A,1289 km,55 km/hr,22715
12176,Gwalior - Howrah Chambal Express,SF,NCR,,,GWL,07:40,HWH,06:55,23h 15m,29,SMTWTFS,SL 3A 2A 1A 3E,1288 km,55 km/hr,12175
12175,Howrah - Gwalior Chambal Express (PT),SF,NCR,,,HWH,17:45,GWL,17:05,23h 20m,29,SMTWTFS,SL 3A 2A 1A 3E,1288 km,55 km/hr,12176
12553,Vaishali SF Express (PT),SF,ECR,,,SHC,06:45,NDLS,06:30,23h 45m,24,SMTWTFS,SL 3A 2A 1A 3E,1288 km,54 km/hr,12554
12554,Vaishali SF Express (PT),SF,ECR,,,NDLS,20:40,SHC,20:20,23h 40m,24,SMTWTFS,SL 3A 2A 1A 3E,1288 km,54 km/hr,12553
14018,Anand Vihar Terminal - Raxaul Sadbhavana Express (via Ayodhya Cantt),Exp,NR,,,ANVT,16:30,RXL,22:05,29h 35m,31,SMTWTFS,SL 3A 2A 1A 3E,1286 km,43 km/hr,14017
14017,Raxaul - Anand Vihar Terminal Sadbhavana Express (Via Ayodhya Cantt),Exp,NR,,,RXL,23:45,ANVT,04:45,29h 0m,31,SMTWTFS,SL 3A 2A 1A 3E,1286 km,44 km/hr,14018
11098,Poorna Express,Exp,CR,,,ERS,18:50,PUNE,23:00,28h 10m,31,SMTWTFS,SL 3A 2A,1281 km,45 km/hr,11097
11097,Poorna Express (PT),Exp,CR,,,PUNE,22:50,ERS,03:15,28h 25m,33,SMTWTFS,SL 3A 2A,1281 km,45 km/hr,11098
22159,Mumbai CSMT - MGR Chennai Central SF Express (PT),SF,CR,,,CSMT,12:45,MAS,10:45,22h 0m,28,SMTWTFS,SL 2A 3E,1280 km,58 km/hr,22160
22160,MGR Chennai Central - Mumbai CSMT SF Express (PT),SF,CR,,,MAS,13:15,CSMT,12:30,23h 15m,28,SMTWTFS,SL 2A 3E,1280 km,55 km/hr,22159
13237,Patna - Kota Express (Via Ayodhya Cantt) (PT),Exp,ECR,,,PNBE,11:45,KOTA,11:55,24h 10m,26,SMTWTFS,SL 3A 2A 1A 3E,1279 km,53 km/hr,13238
13238,Kota  - Patna Express (via Ayodhya Cantt) (PT),Exp,ECR,,,KOTA,18:10,PNBE,19:30,25h 20m,26,SMTWTFS,SL 3A 2A 1A 3E,1279 km,50 km/hr,13237
22868,Hazrat Nizamuddin - Durg Humsafar Express,Hms,SECR,,,NZM,11:25,DURG,09:10,21h 45m,14,SMTWTFS,3A,1274 km,59 km/hr,22867
12824,Chhattisgarh Sampark Kranti Express,SKr,SECR,,,NZM,17:55,DURG,14:55,21h 0m,10,SMTWTFS,SL 3A 2A 1A 3E,1274 km,61 km/hr,12823
12823,Chhattisgarh Sampark Kranti Express (PT),SKr,SECR,,,DURG,12:15,NZM,07:50,19h 35m,10,SMTWTFS,SL 3A 2A 1A 3E,1274 km,65 km/hr,12824
22867,Durg - Hazrat Nizamuddin Humsafar Express,Hms,SECR,,,DURG,11:00,NZM,07:10,20h 10m,14,SMTWTFS,3A,1274 km,63 km/hr,22868
17315,Vasco-Da-Gama - Velankanni Weekly Express,Exp,SWR,,,VSG,08:40,VLNK,12:25,27h 45m,26,SMTWTFS,SL 3A 2A 3E,1264 km,46 km/hr,17316
17316,Velankanni  - Vasco-Da-Gama Weekly Express (PT),Exp,SWR,,,VLNK,23:55,VSG,02:40,26h 45m,26,SMTWTFS,SL 3A 2A 3E,1264 km,47 km/hr,17315
15014,Ranikhet Express (PT),Exp,NER,,,KGM,20:35,JSM,23:00,26h 25m,36,SMTWTFS,SL 3A 2A 1A,1263 km,48 km/hr,15013
15013,Ranikhet Express,Exp,NER,,,JSM,02:40,KGM,05:05,26h 25m,36,SMTWTFS,SL 3A 2A 1A,1263 km,48 km/hr,15014
22432,MCTM Udhampur - Subedarganj SF Express,SF,NCR,,,MCTM,16:05,SFG,12:55,20h 50m,16,SMTWTFS,SL 3A 2A 1A 3E,1263 km,61 km/hr,22431
22431,Subedarganj - MCTM Udhampur SF Express (PT),SF,NCR,,,SFG,16:10,MCTM,12:40,20h 30m,16,SMTWTFS,SL 3A 2A 1A 3E,1263 km,62 km/hr,22432
12164,MGR Chennai Central - Mumbai LTT SF Express (PT),SF,CR,,,MAS,18:25,LTT,15:55,21h 30m,24,SMTWTFS,SL 3A 2A,1261 km,59 km/hr,12163
12163,Mumbai LTT - MGR Chennai Central SF Express (PT),SF,CR,,,LTT,18:40,MAS,16:10,21h 30m,23,SMTWTFS,SL 3A 2A,1261 km,59 km/hr,12164
22180,MGR Chennai Central - Mumbai LTT Weekly SF Express (PT),SF,CR,,,MAS,15:50,LTT,14:25,22h 35m,15,SMTWTFS,SL 3A 2A,1261 km,56 km/hr,22179
22179,Mumbai LTT - MGR Chennai Central Weekly SF Express (PT),SF,CR,,,LTT,13:15,MAS,10:55,21h 40m,17,SMTWTFS,SL 3A 2A,1261 km,58 km/hr,22180
12238,Begampura Express (PT),SF,NR,,,JAT,13:45,BSB,12:30,22h 45m,14,SMTWTFS,SL 3A 2A 1A,1260 km,55 km/hr,12237
12237,Begampura Express,SF,NR,,,BSB,12:40,JAT,10:50,22h 10m,14,SMTWTFS,SL 3A 2A 1A,1260 km,57 km/hr,12238
15530,Anand Vihar Terminal - Saharsa Jan Sadharan Express (UnReserved),Exp,ECR,,,ANVT,23:45,SHC,03:00,27h 15m,24,SMTWTFS,,1254 km,46 km/hr,15529
15529,Saharsa - Anand Vihar Terminal Jan Sadharan Express (UnReserved),Exp,ECR,,,SHC,14:30,ANVT,18:15,27h 45m,24,SMTWTFS,,1254 km,45 km/hr,15530
12436,Anand Vihar Terminal - Jaynagar Garib Rath Express (PT),GR,NR,,,ANVT,17:20,JYG,13:50,20h 30m,19,SMTWTFS,3A,1252 km,61 km/hr,12435
12435,Jaynagar - Anand Vihar Terminal Garib Rath Express (PT),GR,NR,,,JYG,12:10,ANVT,09:00,20h 50m,19,SMTWTFS,3A,1252 km,60 km/hr,12436
20407,Ranchi -  New Delhi Rajdhani Express (Via Japla),Raj,NR,,,RNC,18:25,NDLS,11:10,16h 45m,6,SMTWTFS,3A 2A 1A,1251 km,75 km/hr,20408
20408,New Delhi - Ranchi Rajdhani Express (Via Japla),Raj,NR,,,NDLS,16:10,RNC,08:20,16h 10m,6,SMTWTFS,3A 2A 1A,1251 km,77 km/hr,20407
22859,Puri - MGR Chennai Central SF Express,SF,ECoR,,,PURI,17:30,MAS,13:55,20h 25m,19,SMTWTFS,SL 3A 2A 3E,1250 km,61 km/hr,22860
22859,Puri - MGR Chennai Central SF Express,SF,ECoR,,,PURI,17:30,MAS,13:55,20h 25m,19,SMTWTFS,SL 3A 2A 3E,1250 km,61 km/hr,22860
12588,Jammu Tawi - Gorakhpur Amarnath SF Express,SF,NER,,,JAT,22:45,GKP,20:30,21h 45m,16,SMTWTFS,SL 3A 2A 1A,1247 km,57 km/hr,12587
12587,Gorakhpur - Jammu Tawi Amarnath SF Express (PT),SF,NER,,,GKP,14:20,JAT,12:30,22h 10m,16,SMTWTFS,SL 3A 2A 1A,1247 km,56 km/hr,12588
14008,Anand Vihar Terminal - Raxaul Sadbhavana Express (via Sitamarhi),Exp,NR,,,ANVT,16:30,RXL,22:05,29h 35m,33,SMTWTFS,SL 3A 2A 1A 3E,1246 km,42 km/hr,14007
14007,Raxaul - Anand Vihar Terminal Sadbhavana Express (via Sitamarhi) (PT),Exp,NR,,,RXL,23:45,ANVT,04:45,29h 0m,32,SMTWTFS,SL 3A 2A 1A 3E,1246 km,43 km/hr,14008
12454,New Delhi - Ranchi Rajdhani Express (via Chopan),Raj,NR,,,NDLS,16:10,RNC,09:45,17h 35m,9,SMTWTFS,3A 2A 1A,1244 km,71 km/hr,12453
12453,Ranchi - New Delhi Rajdhani Express (via Chopan),Raj,NR,,,RNC,17:15,NDLS,11:10,17h 55m,9,SMTWTFS,3A 2A 1A,1244 km,69 km/hr,12454
22931,Bandra Terminus - Jaisalmer SF Express (PT),SF,WR,,,BDTS,12:15,JSM,09:40,21h 25m,26,SMTWTFS,SL 3A 2A 1A,1238 km,58 km/hr,22932
22932,Jaisalmer - Bandra Terminus SF Express,SF,WR,,,JSM,18:10,BDTS,15:50,21h 40m,26,SMTWTFS,SL 3A 2A 1A,1238 km,57 km/hr,22931
13240,Kota - Patna Express (Via Sultanpur) (PT),Exp,ECR,,,KOTA,18:10,PNBE,19:30,25h 20m,21,SMTWTFS,SL 3A 2A 1A 3E,1238 km,49 km/hr,13239
13239,Patna - Kota Express (Via Sultanpur) (PT),Exp,ECR,,,PNBE,11:45,KOTA,11:55,24h 10m,21,SMTWTFS,SL 3A 2A 1A 3E,1238 km,51 km/hr,13240
12236,Anand Vihar Terminal - Madhupur Humsafar Express,Hms,NR,,,ANVT,17:20,MDP,10:20,17h 0m,10,SMTWTFS,SL 3A 3E,1236 km,73 km/hr,12235
22459,Baba Baidyanath Dham Deoghar Humsafar Express,Hms,NR,,,MDP,12:10,ANVT,06:30,18h 20m,10,SMTWTFS,SL 3A 3E,1236 km,67 km/hr,22460
12235,Madhupur - Anand Vihar Terminal Humsafar Express,Hms,NR,,,MDP,17:05,ANVT,10:50,17h 45m,10,SMTWTFS,SL 3A 3E,1236 km,70 km/hr,12236
22465,Baba Baidyanath Dham Deoghar SF Express (PT),SF,NR,,,MDP,12:10,ANVT,06:30,18h 20m,10,SMTWTFS,SL 3A 2A 3E,1236 km,67 km/hr,22466
